1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1001,785
1010,785
1018,785
1022,785
1025,785
1028,785
1028,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1029,785
1020,785
1001,785
963,785
904,785
839,781
798,776
781,774
776,773
774,773
773,773
773,773
774,773
775,773
776,773
777,773
778,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
779,773
783,771
870,712
975,645
1048,601
1100,573
1142,547
1183,519
1224,489
1259,462
1281,447
1290,439
1292,437
1293,436
1293,436
1282,436
1232,436
1184,436
1133,436
1055,444
990,451
954,452
941,450
938,444
965,408
1209,249
1368,164
1427,129
1441,116
1443,110
1443,106
1438,105
1345,143
1233,205
1144,264
1068,317
1031,346
1002,367
982,384
969,394
963,401
957,406
954,411
950,416
947,420
945,428
944,439
946,455
960,491
976,517
995,538
1011,555
1026,569
1036,583
1042,593
1046,602
1047,608
1047,613
1044,620
1039,627
1030,635
1019,640
1005,641
987,636
973,624
967,617
964,611
964,607
964,604
966,602
969,601
974,601
982,603
989,607
995,612
999,615
1001,619
1001,622
1001,625
996,629
987,631
982,631
979,631
976,631
975,631
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,630
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
975,631
976,630
1006,618
1209,534
1403,450
1501,410
1535,399
1544,397
1546,397
1546,397
1545,397
1490,433
1309,542
1185,613
1092,672
1025,719
994,741
984,749
981,752
979,752
979,752
979,751
980,750
981,749
981,748
981,748
981,748
981,748
981,748
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,747
981,745
977,736
971,719
966,699
961,686
958,676
955,665
954,654
953,643
952,635
952,627
952,623
952,620
951,616
950,614
950,611
949,610
949,609
949,609
949,609
949,608
947,607
946,606
942,604
927,602
807,631
623,716
421,841
332,897
303,915
297,916
296,915
296,912
300,903
319,877
423,769
558,656
709,548
826,476
879,446
899,435
903,432
904,432
904,432
904,432
895,438
818,489
708,559
610,625
545,673
